id,user_id
2346,6568
2356,7017
2363,7456
2372,7918
2347,6573
2357,7022
2364,7461
2373,7922
2377,8304
2387,8769
2348,6577
2358,7027
2365,7467
2374,7928
2376,8290
2378,8313
2386,8764
2388,8771
