id,user_id
2273,294
2274,295
2275,296
2277,862
2278,866
2279,871
2281,1298
2282,1300
2283,1302
2285,1626
2286,1627
2287,1628
2289,2717
2290,2721
2291,2726
2293,3115
2294,3121
2295,3126
2297,3524
2298,3529
2299,3538
2301,4107
2302,4113
2303,4118
2305,4632
2306,4634
2307,4637
2309,5140
2310,5141
2311,5143
2319,5701
2320,5708
2321,5713
2323,6163
2324,6164
2325,6165
