id,space_id
1873,6497
1874,6497
1875,6497
1876,6497
1877,6497
1878,6505
1879,6506
1880,6508
1881,6509
1883,6512
1884,6512
1882,6513
1886,6518
1885,6517
1887,6518
1888,6521
1889,6522
1890,6526
1891,6525
1892,6528
1893,6530
1894,6532
1895,6534
1896,6536
1897,6539
1898,6540
1899,6750
1900,6752
1901,6751
1902,6754
1903,6755
1904,6755
1906,6756
1905,6756
1907,6757
1908,6758
1909,6758
1910,6759
1911,6759
1912,6760
1913,6761
1914,6761
1915,6761
1916,6761
1917,6761
1918,6762
1919,6762
1920,6763
1921,6764
1922,6765
1923,6767
1924,6768
1925,6769
1926,6771
1927,6773
1928,6773
1930,6776
1929,6776
1931,6777
1932,6777
1933,6777
1934,6777
1935,6777
1936,6780
1937,6780
1938,6783
1939,6784
1940,6786
1941,6789
1942,6790
1943,6791
1944,6792
1945,6793
1946,6797
1949,6835
1950,6841
1951,6841
1952,6844
1953,6844
1954,6848
1955,6848
1956,6848
1957,6848
1958,6848
1959,6854
1960,6857
1961,6860
1962,6862
1963,6862
1964,6862
1965,6862
1966,6862
1967,6866
1968,6868
1969,6871
1970,6872
1972,6873
1971,6874
1973,6875
1974,6876
1975,6878
1976,6879
1977,6880
1978,6887
1979,6888
1980,6890
1981,6890
1982,6892
1983,6892
1984,6894
1985,6895
1986,6896
1987,6898
1988,6899
1989,6900
1990,6902
1991,6905
1992,6906
1993,7175
1994,7179
1995,7178
1996,7182
1997,7183
1998,7183
2000,7184
1999,7184
2001,7186
2002,7187
2003,7187
2004,7189
2005,7189
2006,7190
2007,7191
2008,7191
2009,7191
2010,7191
2011,7191
2012,7193
2013,7193
2014,7194
2015,7197
2016,7199
2017,7205
2018,7209
2019,7213
2020,7217
2021,7225
2022,7225
2024,7231
2023,7231
2025,7235
2026,7235
2027,7235
2028,7235
2029,7235
2030,7244
2031,7244
2032,7248
2033,7252
2034,7254
2035,7257
2036,7259
2037,7261
2038,7262
2039,7265
2040,7270
2041,7269
2042,7271
2044,7273
2045,7274
2047,7277
2048,7283
2049,7284
2050,7286
2051,7286
2052,7288
2053,7288
2054,7290
2055,7291
2056,7292
2057,7293
2058,7294
2059,7296
2060,7297
2061,7300
2062,7302
2063,7302
2064,7304
2065,7303
2066,7304
2067,7308
2068,7307
2069,7308
2070,7308
2071,7308
2072,7308
2073,7313
2074,7315
2075,7319
2076,7321
2077,7321
2078,7321
2079,7321
2080,7321
2081,7324
2082,7325
2083,7328
2084,7330
2085,7333
2086,7335
2087,7498
2088,7500
2089,7499
2090,7502
2091,7503
2092,7503
2094,7504
2093,7504
2095,7505
2096,7506
2097,7506
2098,7507
2099,7507
2100,7508
2101,7509
2102,7509
2103,7509
2104,7509
2105,7509
2106,7510
2107,7510
2108,7511
2109,7513
2110,7514
2111,7516
2112,7517
2113,7519
2114,7520
2115,7522
2116,7522
2118,7525
2117,7525
2119,7526
2120,7526
2121,7526
2122,7526
2123,7526
2124,7531
2125,7531
2126,7532
2127,7534
2128,7535
2129,7538
2130,7540
2131,7541
2132,7542
2133,7544
2134,7549
2137,7583
2138,7590
2139,7590
2140,7593
2141,7593
2142,7595
2143,7595
2144,7595
2145,7595
2146,7595
2147,7600
2148,7603
2149,7608
2150,7610
2151,7610
2152,7612
2153,7610
2154,7610
2155,7610
2156,7614
2157,7615
2158,7616
2159,7618
2160,7622
2161,7624
2162,7629
2163,7630
2164,7634
2165,7635
2166,7641
2167,7642
2168,7645
2169,7645
2170,7647
2171,7647
2172,7649
2173,7650
2174,7652
2175,7653
2176,7654
2177,7655
2178,7658
2179,7659
2180,7660
