table_id,row_count
8997,3
9243,3
9102,3
9300,3
8335,3
9264,3
9575,3
9601,3
9583,3
9570,3
8689,3
9360,3
8691,3
8958,3
8372,3
8764,3
8969,3
8982,3
9371,3
8351,3
8359,3
8681,3
8090,3
8641,3
8030,3
8971,3
8046,3
9277,3
8017,3
9272,3
8937,3
8389,3
8633,3
8088,3
9251,3
9256,3
9095,3
9608,3
9562,3
8064,3
9599,3
9594,3
9288,3
8051,3
9603,3
8385,3
8364,3
8995,3
8008,3
8387,3
8756,3
8665,3
9554,3
8343,3
9298,3
8671,3
8497,3
8693,3
8953,3
8945,3
8038,3
8990,3
9296,3
8383,3
8649,3
9546,3
8658,3
9610,3
8499,3
8072,3
8080,3
8059,3
8728,2
9353,2
9071,2
9675,2
8128,2
8262,2
8745,2
8148,2
9646,2
8431,2
9058,2
9065,2
9660,2
9629,2
8439,2
9768,2
8720,2
9164,2
8154,2
9329,2
9650,2
9052,2
8139,2
8749,2
8257,2
8463,2
8144,2
9054,2
8516,2
8768,2
8437,2
8847,2
9053,2
9454,2
8732,2
9307,2
8838,2
9773,2
9074,2
9347,2
8423,2
8730,2
9640,2
8433,2
9657,2
9313,2
8466,2
9634,2
8546,2
9643,2
9060,2
9310,2
9449,2
8171,2
8724,2
9341,2
8158,2
9320,2
9172,2
9399,2
8125,2
8457,2
9723,2
8443,2
9636,2
8178,2
9056,2
8427,2
9118,2
8829,2
8454,2
9630,2
9336,2
9317,2
8716,2
8715,2
8131,2
8164,2
8760,2
9057,2
9669,2
8558,2
8135,2
8737,2
9322,2
9068,2
9326,2
9062,2
8121,2
8447,2
8750,1
9067,1
9361,1
9553,1
8746,1
8189,1
8264,1
8212,1
8739,1
8093,1
8192,1
9780,1
8029,1
8363,1
8664,1
8455,1
8089,1
8840,1
8849,1
9693,1
9069,1
7999,1
8550,1
9276,1
8783,1
9450,1
9081,1
8461,1
9070,1
8013,1
9209,1
8140,1
9064,1
9561,1
9140,1
8155,1
8165,1
9165,1
8988,1
9250,1
9757,1
8998,1
9652,1
8996,1
9174,1
9593,1
8079,1
8763,1
8342,1
9339,1
8469,1
9664,1
9691,1
8181,1
8696,1
9645,1
8149,1
9163,1
8569,1
8358,1
9545,1
8258,1
8160,1
8688,1
9408,1
9467,1
9692,1
9354,1
9216,1
8150,1
9331,1
8185,1
8202,1
9295,1
9342,1
8779,1
8762,1
9778,1
9263,1
9521,1
9374,1
8470,1
8860,1
8612,1
8692,1
9220,1
8524,1
9302,1
9242,1
8561,1
9343,1
9297,1
9072,1
8174,1
9456,1
9349,1
8456,1
8091,1
8738,1
8007,1
9082,1
8775,1
9149,1
8371,1
8058,1
8392,1
9271,1
8063,1
8781,1
9355,1
9092,1
8472,1
8851,1
8967,1
8563,1
9698,1
8476,1
9526,1
9686,1
9303,1
8441,1
9769,1
9359,1
9694,1
8913,1
9663,1
9582,1
8050,1
8856,1
9367,1
9362,1
8217,1
9671,1
9080,1
8313,1
8386,1
8458,1
8690,1
8632,1
8780,1
9602,1
8384,1
8166,1
8731,1
9741,1
9076,1
8640,1
8086,1
8669,1
9167,1
9569,1
8159,1
9598,1
9658,1
8994,1
8695,1
9079,1
9001,1
8748,1
8498,1
8334,1
9099,1
9685,1
8769,1
9299,1
9604,1
8606,1
8037,1
8475,1
9515,1
8468,1
8467,1
8981,1
9659,1
9059,1
8680,1
8182,1
8906,1
9373,1
8391,1
8837,1
9255,1
8045,1
8071,1
8567,1
8694,1
9066,1
8464,1
9287,1
8448,1
9605,1
8657,1
8092,1
9609,1
8450,1
9073,1
9413,1
8308,1
8187,1
8944,1
9330,1
8957,1
9653,1
8917,1
8388,1
9670,1
9301,1
8752,1
8843,1
9323,1
9475,1
8599,1
8751,1
8186,1
9477,1
8156,1
8999,1
8970,1
8761,1
9077,1
8936,1
9348,1
9607,1
9574,1
9600,1
9366,1
8496,1
8172,1
8382,1
9078,1
8952,1
8770,1
8173,1
9133,1
9677,1
8390,1
7993,1
9370,1
8474,1
8774,1
9775,1
9075,1
8301,1
8465,1
9606,1
8648,1
8005,1
9676,1
8529,1
9338,1
9063,1
8350,1
