id,space_id
3,276
9,1847
10,1848
11,1849
12,1893
13,2252
17,2251
21,2726
22,2727
26,3100
27,3109
31,3653
32,3662
36,4088
37,4131
41,4621
42,4622
46,5069
47,5077
51,5448
52,5459
